processed_message,target
free video camera phone half price line rental mth cross ntwk min txt call mobileupd call optout,1
think disturb da,0
sorri ill call later meet sir,0
havent stuck orchard dad car go dinner u leh r free tonight,0
ok also wan watch e pm show,0
dunno lei like dun haf,0
brother transfer ltgt ltgt pa,0
call later afternoon onword mtnl servic get problem south mumbai hear cannt listen,0
å£ uk break accommodationvouch term condit appli claim mustprovid claim number,1
talk g x,0
hai dear friend new amp present number rajitha raj ranju,0
p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti,1
differ style,0
win å£ shop spree everi week start play text store skilgm tsc winawk age å£ perweeksub,1
gud ni dearslp welltak careswt dreamsmuah,0
nd attempt contract u week top prize either å£ cash å£ prize call,1
well im glad didnt find total disagre lol,0
guy flash go call call madam take care oh,0
want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call,1
mark work tomorrow get work hous meet u afterward,0
keep ur problem ur heart,0
yeah give call youv got minut,0
hi babe uawakefeellikw shitjustfound via alett thatmum gotmarri thnovbehind ourback åð fuckinniceselfish,0
amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount motherinlaw woman hitler eleven plu two twelv plu one amaz,0
aiya discuss later lar pick ì,0
hey happi birthday,0
sorri miss call pleas call back,0
omg one thing anoth cat worm bad day end,0
good morn im suffer fever dysentri abl come offic today,0
wont anyth de,0
type stuff sing,0
st andr virgil cream,0
fri ah oki lorgoin drivin den go shoppin tt,0
gokila talk aha,0
hi shanilrakhesh herethanksi exchang uncut diamond stuffleav back excel servic dino prem,0
kkthi month kote birthday know,0
im realli realli broke oh amount small even ltgt,0
sorri mate phone didnt write love kate,0
themobhit link get premium pink panther game new sugabab crazi zebra anim badass hoodi wallpaperal free,1
ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit tho may come co money,0
aight call your close,0
nope that fine might nap tho,0
msg mobil content order resent previou attempt fail due network error queri,1
news hassl get weed week andr money haughaighgtujhyguj,0
ding ya break fassyol blacko londn,0
realli need kiss u miss u babi ur babi eva,0
oh got mani respons,0
new messag pleas call,1
ive reach sch alreadi,0
decemb mobil mth entitl updat latest colour camera mobil free call mobil updat vco free,1
u definit need modul e human di sem izzit u wan take modul st,0
argh fuck nobodi town,0
get lion england tone repli lionm mono lionp poli go origin n best tone gbp network oper rate appli,1
thank fill complet calm reassur,0
aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmean,0
drive train,0
lol real told dad cancer,0
privat account statement,1
oop ltgt,0
enufcredeit tocallshal ileav uni get bu yor hous,0
hi chikku send nice msg,0
imposs argu alway treat like sub like never releas remind necessari,0
work ah den plu lor u workin oso rite den go orchard lor place go liao,0
wonder okor great month cherish guy wish well day mojibiola,0
cuz ibor wan na studi,0
wot wed nite til,0
way,0
suck ill go u hair youll free right,0
still work time also tri ad zero save check ltgt,0
hmm dunno leh mayb bag goigng dat small ju anyth except perfum smth dat keep,0
sday joinedso train start today,0
sorri grocer,0
nice pub near franki n benni near warner cinema,0
costa del sol holiday å£ await collect call toclaim sae tc pobox stockport sk xh costå£ pm max min,1
yup havent want go yoga call book,0
oh shut omg yesterday dream kid boy piss kid boy even told mark dream chang diaper caus im get owe face,0
yeah imagin would realli gentl unlik doc treat patient like turkey,0
start dont stop pray good idea anyth see help guy ill forward link,0
hi darlin im helen fone im gon na b princ nite pleas come tb love kate,0
im offic dawher,0
aiyar u poor thing give u support k jia ill think u,0
oh unintent bad time great finger train play along give fifteen min warn,0
get garden readi summer free select summer bulb seed worth å£ scotsman saturday stop go notxtcouk,1
kthen come wenev u lik come also tel vikki come get free time,0
pl call da happen,0
happi new year u ur familymay new year bring happi stabil tranquil ur vibrant colour life,0
problem renew ill right away dont know detail,0
idk im sit stop shop park lot right bawl eye feel like im failur everyth nobodi want feel like im fail,0
havent left yet probabl gon na til dinner,0
like ltgt question,0
new year eve ok went parti boyfriend si hey,0
sir need velusami sir date birth compani bank facil detail,0
k k sm chat,0
come karnan car pleas wait till pm directli goto doctor,0
bluray player,0
ok r meet later,0
lol need cash nitro hurri come crash,0
send text well skype later,0
ok leav need ask,0
ìï still got lesson ìï sch,0
dun believ leh tot told true alreadi thk muz c us tog believ,0
oh charg camera,0
iû÷v got salt rub open wound like,0
im go lunch,0
im school n ill da lab stuff give call ì r done,0
aight text tonight well see what,0
u,0
water log desert geoenvironment implic,0
strang watch nd one im bed sweet dream miss u,0
sm auction brand new nokia auction today auction free join take part txt nokia,1
hi hope u r ok said would text hasnt u seen let gentli pleas,0
babe fuck love know fuck good hear voic need crave cant get enough ador ahmad kiss,0
k sure rel home sm de pl,0
fuuuuck need stop sleepin sup,0
im town ill ju take mrt later,0
cook rather nice salmon la,0
upload mine facebook,0
time u wrkin,0
ree entri weekli comp chanc win ipod txt pod get entri std txt rate tc appli detail,1
record indic u mayb entitl pound compens accid claim free repli claim msg stop txt stop,1
oh oh den muz chang plan liao go back yan jiu,0
wyli tampa sarasota,0
ok take ur time n enjoy ur dinner,0
darren say dat u meet da ge den dun meet dinner co later u leav xy feel awkward den u meet lunch lor,0
spook mob halloween collect logo pic messag plu free eeri tone txt card spook zed p per logop,1
like cheap iû÷m happi splash wine make feel better,0
she fine difficulti phone work mine pl send anoth friend request,0
ugh leg hurt musta overdid mon,0
call germani penc per minut call fix line via access number prepay direct access,1
wot student discount u get book,0
come get b quit diff guess rite,0
mobil mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd freefon stoptxt,1
babe im answer cant see mayb youd better reboot ym got photo great,0
hiwhat think match,0
know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop,0
dai download exe file run exe instal,0
yesterday true true,0
kkhow busi,0
pa select,0
well that nice bad cant eat,0
accident brought em home box,0
pl need dat slowli vomit,0
take exam march,0
jane babe goin wrk feel ill lst nite fone alreadi cover chuck,0
nightsw nt stay port step liaotoo ex,0
die want u stuff,0
oh fuck juswok bed boatin dock slept wid year old spinout giv u da gossip l r xxx,0
remet alex nichol middl school turn he deal,0
privat account statement fone show unredeem point call identifi code expir,1
mean u could keep ur word,0
nope im still market,0
realis busi guy im tri bother get exam outta way tri car gr day,0
hey project start aha da,0
ok cool see ya,0
uworld site buy qbank buy self assess also,0
someonon know tri contact via date servic find could call mobil landlin box sk ch,1
yeah still give ride,0
jay want work first how sound,0
gud gudk chikku tke care sleep well gud nyt,0
hmm think lor,0
cours dont teas know simpli must see grin keep post prey love smile devour kiss,0
thank temal wonder thank great week,0
thank princess want see nice juici booti,0
havent eaten day im sit stare juici pizza cant eat med ruin life,0
u come n search tat vidnot finishd,0
k im leav soon littl,0
urgent pleas call landlin å£ cash holiday await collect cs sae po box xy,1
yeah work fine start last week stuff dull easi guy fun,0
studi alon without anyon help cant need studi,0
pleas tell car key purs,0
didnt get anyth da,0
ok sweet dream,0
well she big surpris,0
cbe chennai,0
help u swoop pick u wherev ur bird r meet u want,0
anyon call treadmil say youll buy make sure work found ad craigslist sell ltgt,0
absolut love south park recent start watch offic,0
see film,0
pl speak wont ask anyth friendship,0
gud ni swt drmstake care,0
hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u,0
anyth lar ì go home dinner,0
er,0
dont prize go anoth custom tc pmin polo ltd suit london w j hl pleas call back busi,1
u fix teethif asapok take care,0
u wan come dinner tonight,0
hellohow u doingwhat u u b move flat co need arrang pick lamp etc take care hello carolin,0
latebut kwish,0
hi hope ur day good back walk tabl book half eight let know ur come,0
oh yeah clearli fault,0
dunno leh cant rememb mayb lor wat time r meet tmr,0
best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night,0
urgent mobil number award å£ prize guarante call land line claim valid hr ppm,1
vikki come around lttimegt,0
princess,0
gone get info bt dont know,0
yeah probabl,0
im still pretti weak today bad day,0
hey dont forget mine possess properti mmm childish smile,0
excel thought misundrstud frnd knw u hate bt day wen ull knw truth ull hate urself gn,0
hey congrat u id luv ive go home,0
dear call,0
xy tri smth u eat alreadi havent,0
urgent pleas call landlin å£ cash luxuri canari island holiday await collect tc sae po box xy ppm,1
donno gene someth,0
xma iscom ur award either å£ cd gift voucher free entri r å£ weekli draw txt music tnc,1
alex say he ok ok,0
u come funer home,0
darl sister when school resum minimum wait period reappli take care,0
