label,message,clean_message,tokens,processed_message,target
ham,Just got outta class gonna go gym.,just got outta class gonna go gym,"['got', 'outta', 'class', 'gon', 'na', 'go', 'gym']",got outta class gon na go gym,0
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,i want to sent ltgt mesages today thats y sorry if i hurts,"['want', 'sent', 'ltgt', 'mesag', 'today', 'that', 'sorri', 'hurt']",want sent ltgt mesag today that sorri hurt,0
ham,ÌÏ all write or wat..,ìï all write or wat,"['ìï', 'write', 'wat']",ìï write wat,0
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ha i wouldnt say that i just didnt read anything into way u seemed i dont like be judgementali save that for fridays in the pub,"['ha', 'wouldnt', 'say', 'didnt', 'read', 'anyth', 'way', 'u', 'seem', 'dont', 'like', 'judgementali', 'save', 'friday', 'pub']",ha wouldnt say didnt read anyth way u seem dont like judgementali save friday pub,0
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,its a valentine game send dis msg to all ur friends if answers r d same then someone really loves u ques which colour suits me the best,"['valentin', 'game', 'send', 'di', 'msg', 'ur', 'friend', 'answer', 'r', 'someon', 'realli', 'love', 'u', 'que', 'colour', 'suit', 'best']",valentin game send di msg ur friend answer r someon realli love u que colour suit best,0
ham,Hi:)did you asked to waheeda fathima about leave?,hidid you asked to waheeda fathima about leave,"['hidid', 'ask', 'waheeda', 'fathima', 'leav']",hidid ask waheeda fathima leav,0
ham,Enjoy urself tmr...,enjoy urself tmr,"['enjoy', 'urself', 'tmr']",enjoy urself tmr,0
ham,You still around? I could use a half-8th,you still around i could use a half th,"['still', 'around', 'could', 'use', 'half', 'th']",still around could use half th,0
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,you give us back my id proof and ltgt rs we wont allow you to work we will come to your home within days,"['give', 'us', 'back', 'id', 'proof', 'ltgt', 'rs', 'wont', 'allow', 'work', 'come', 'home', 'within', 'day']",give us back id proof ltgt rs wont allow work come home within day,0
ham,ÌÏ bot notes oredi... Cos i juz rem i got...,ìï bot notes oredi cos i juz rem i got,"['ìï', 'bot', 'note', 'oredi', 'co', 'juz', 'rem', 'got']",ìï bot note oredi co juz rem got,0
ham,Yes. Rent is very expensive so its the way we save.,yes rent is very expensive so its the way we save,"['ye', 'rent', 'expens', 'way', 'save']",ye rent expens way save,0
ham,Hows the pain dear?y r u smiling?,hows the pain deary r u smiling,"['how', 'pain', 'deari', 'r', 'u', 'smile']",how pain deari r u smile,0
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",fun fact although you would think armand would eventually build up a tolerance or some shit considering how much he smokes he gets fucked up in like hits,"['fun', 'fact', 'although', 'would', 'think', 'armand', 'would', 'eventu', 'build', 'toler', 'shit', 'consid', 'much', 'smoke', 'get', 'fuck', 'like', 'hit']",fun fact although would think armand would eventu build toler shit consid much smoke get fuck like hit,0
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information orange user xxxxxxx today is your lucky day find out why log onto theres a fantastic surprise awaiting you,"['import', 'inform', 'orang', 'user', 'xxxxxxx', 'today', 'lucki', 'day', 'find', 'log', 'onto', 'there', 'fantast', 'surpris', 'await']",import inform orang user xxxxxxx today lucki day find log onto there fantast surpris await,1
ham,Great. So should i send you my account number.,great so should i send you my account number,"['great', 'send', 'account', 'number']",great send account number,0
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",hellogorgeous hows u my fone was on charge lst nitw wen u texd me hopeu ad a nice wkend as im sure u did lookin ward cin u mrw luv jaz,"['hellogorg', 'how', 'u', 'fone', 'charg', 'lst', 'nitw', 'wen', 'u', 'texd', 'hopeu', 'ad', 'nice', 'wkend', 'im', 'sure', 'u', 'lookin', 'ward', 'cin', 'u', 'mrw', 'luv', 'jaz']",hellogorg how u fone charg lst nitw wen u texd hopeu ad nice wkend im sure u lookin ward cin u mrw luv jaz,0
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",our dating service has been asked contact u by someone shy call now all will be revealed pobox m uz p,"['date', 'servic', 'ask', 'contact', 'u', 'someon', 'shi', 'call', 'reveal', 'pobox', 'uz', 'p']",date servic ask contact u someon shi call reveal pobox uz p,1
ham,ÌÏ only send me the contents page...,ìï only send me the contents page,"['ìï', 'send', 'content', 'page']",ìï send content page,0
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",night sweet sleep well ive just been to see the exorcism of emily rose and may never sleep again hugs and snogs,"['night', 'sweet', 'sleep', 'well', 'ive', 'see', 'exorc', 'emili', 'rose', 'may', 'never', 'sleep', 'hug', 'snog']",night sweet sleep well ive see exorc emili rose may never sleep hug snog,0
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",dont think about what u have got think about how to use it that you have got good ni,"['dont', 'think', 'u', 'got', 'think', 'use', 'got', 'good', 'ni']",dont think u got think use got good ni,0
ham,"I can't right this second, gotta hit people up first",i cant right this second gotta hit people up first,"['cant', 'right', 'second', 'got', 'ta', 'hit', 'peopl', 'first']",cant right second got ta hit peopl first,0
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",evry emotion dsnt hav wordsevry wish dsnt hav prayrs if u smiled world is wit uothrwise even d drop of tear dsnt lik stay wit uso b happy good morning keep smiling,"['evri', 'emot', 'dsnt', 'hav', 'wordsevri', 'wish', 'dsnt', 'hav', 'prayr', 'u', 'smile', 'world', 'wit', 'uothrwis', 'even', 'drop', 'tear', 'dsnt', 'lik', 'stay', 'wit', 'uso', 'b', 'happi', 'good', 'morn', 'keep', 'smile']",evri emot dsnt hav wordsevri wish dsnt hav prayr u smile world wit uothrwis even drop tear dsnt lik stay wit uso b happi good morn keep smile,0
ham,So what about you. What do you remember,so what about you what do you remember,['rememb'],rememb,0
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ujhhhhhhh computer shipped out with address to sandiago and parantella lane wtf poop,"['ujhhhhhhh', 'comput', 'ship', 'address', 'sandiago', 'parantella', 'lane', 'wtf', 'poop']",ujhhhhhhh comput ship address sandiago parantella lane wtf poop,0
ham,Mm yes dear look how i am hugging you both. :-P,mm yes dear look how i am hugging you both p,"['mm', 'ye', 'dear', 'look', 'hug', 'p']",mm ye dear look hug p,0
ham,I like dis sweater fr mango but no more my size already so irritating.,i like dis sweater fr mango but no more my size already so irritating,"['like', 'di', 'sweater', 'fr', 'mango', 'size', 'alreadi', 'irrit']",like di sweater fr mango size alreadi irrit,0
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,i dont have her number and its gonna be a massive pain in the ass and id rather not get involved if thats possible,"['dont', 'number', 'gon', 'na', 'massiv', 'pain', 'ass', 'id', 'rather', 'get', 'involv', 'that', 'possibl']",dont number gon na massiv pain ass id rather get involv that possibl,0
ham,Anytime lor...,anytime lor,"['anytim', 'lor']",anytim lor,0
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,do you want a new video handset any time any network mins unlimited text camcorder reply or call now for del sat am,"['want', 'new', 'video', 'handset', 'time', 'network', 'min', 'unlimit', 'text', 'camcord', 'repli', 'call', 'del', 'sat']",want new video handset time network min unlimit text camcord repli call del sat,1
spam,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",ur balance is now å£ next question complete the landmark big a bob b barry or c ben text a b or c to good luck,"['ur', 'balanc', 'å£', 'next', 'question', 'complet', 'landmark', 'big', 'bob', 'b', 'barri', 'c', 'ben', 'text', 'b', 'c', 'good', 'luck']",ur balanc å£ next question complet landmark big bob b barri c ben text b c good luck,1
ham,Me fine..absolutly fine,me fineabsolutly fine,"['fineabsolutli', 'fine']",fineabsolutli fine,0
ham,K and you're sure I don't have to have consent forms to do it :V,k and youre sure i dont have to have consent forms to do it v,"['k', 'your', 'sure', 'dont', 'consent', 'form', 'v']",k your sure dont consent form v,0
spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,ur tonexs subscription has been renewed and you have been charged å£ you can choose more polys this month billing msg,"['ur', 'tonex', 'subscript', 'renew', 'charg', 'å£', 'choos', 'poli', 'month', 'bill', 'msg']",ur tonex subscript renew charg å£ choos poli month bill msg,1
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",if you dont your prize will go to another customer tc at pmin polo ltd suite london w j hl please call back if busy,"['dont', 'prize', 'go', 'anoth', 'custom', 'tc', 'pmin', 'polo', 'ltd', 'suit', 'london', 'w', 'j', 'hl', 'pleas', 'call', 'back', 'busi']",dont prize go anoth custom tc pmin polo ltd suit london w j hl pleas call back busi,1
ham,How much is torch in 9ja.,how much is torch in ja,"['much', 'torch', 'ja']",much torch ja,0
ham,"Doing nothing, then u not having dinner w us?",doing nothing then u not having dinner w us,"['noth', 'u', 'dinner', 'w', 'us']",noth u dinner w us,0
ham,How are you. Just checking up on you,how are you just checking up on you,['check'],check,0
ham,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.,done it but internet connection v slow and canû÷t send it will try again later or first thing tomo,"['done', 'internet', 'connect', 'v', 'slow', 'can\x89û÷t', 'send', 'tri', 'later', 'first', 'thing', 'tomo']",done internet connect v slow canû÷t send tri later first thing tomo,0
ham,Mathews or tait or edwards or anderson,mathews or tait or edwards or anderson,"['mathew', 'tait', 'edward', 'anderson']",mathew tait edward anderson,0
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number joke,"['yeah', 'sure', 'thing', 'mate', 'haunt', 'got', 'stuff', 'sort', 'im', 'go', 'sound', 'anyway', 'promot', 'hex', 'way', 'dont', 'know', 'number', 'joke']",yeah sure thing mate haunt got stuff sort im go sound anyway promot hex way dont know number joke,0
ham,No need lar i go engin? Cos my sis at arts today...,no need lar i go engin cos my sis at arts today,"['need', 'lar', 'go', 'engin', 'co', 'si', 'art', 'today']",need lar go engin co si art today,0
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,thanks honey but still havent heard anything i will leave it a bit longer so not crowd him and will try later great advice thanks hope cardiff is still there,"['thank', 'honey', 'still', 'havent', 'heard', 'anyth', 'leav', 'bit', 'longer', 'crowd', 'tri', 'later', 'great', 'advic', 'thank', 'hope', 'cardiff', 'still']",thank honey still havent heard anyth leav bit longer crowd tri later great advic thank hope cardiff still,0
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,do you want a new nokia i colour phone delivered tomorrow with free minutes to any mobile free text free camcorder reply or call,"['want', 'new', 'nokia', 'colour', 'phone', 'deliv', 'tomorrow', 'free', 'minut', 'mobil', 'free', 'text', 'free', 'camcord', 'repli', 'call']",want new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call,1
